"COURSE"	"FACULTY"	"SCHOOL"	"CLOS"
"4508"	"SPAN101"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-understand simple spoken Spanish;, 2-relate Spanish sounds to their written forms;, 3-pronounce simple Spanish with a fair degree of accuracy and fluency;, 4-demonstrate a knowledge of basic Spanish grammar;, 5-write simple sentences using present and past tenses and employing a basic vocabulary;, 6-demonstrate knowledge of the Spanish language appropriate to a variety of everyday situations."
"4509"	"SPAN102"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-understand and reproduce in both written and spoken Spanish a wide variety of grammatical structures using a basic vocabulary;, 2-communicate simply but effectively in a range of situations connected with daily life;, 3-express yourself, orally and in writing, on your activities and interests;, 4-read simple written Spanish with relative ease;, 5-write simple Spanish;, 6-read aloud simple passages with fluency and accurate pronunciation;, 7-understand simple Spanish spoken at a reasonable speed;, 8-demonstrate some knowledge of aspects of Hispanic culture."
"4510"	"SPAN113"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-demonstrate a knowledge of the history, society and culture of the Hispanic world;, 2-understand and comment on texts in English dealing with contemporary Hispanic societies and Hispanic history and culture;, 3-discuss, in spoken and written analysis, aspects of the political, cultural and social themes studied."
"4511"	"SPAN200"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	""
"4512"	"SPAN201"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-understand Spanish spoken at reasonable speed by native speakers of both Peninsular and Latin American Spanish;, 2-read aloud in Spanish with reasonable accuracy and fluency;, 3-express ideas in written and spoken Spanish on a number of basic topics dealt with in class, showing that you have assimilated the rules of grammar and syntax, as well as much of the vocabulary, studied during the year;, 4-understand and translate into good Spanish sentences of medium difficulty."
"4513"	"SPAN202"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Understand Spanish spoken at reasonable speed by native speakers of both Peninsular and Latin American Spanish;, 2-Read aloud in Spanish with reasonable accuracy and fluency;, 3-Express ideas in written and spoken Spanish on a number of basic topics dealt with in class, showing that you have assimilated the rules of grammar and syntax, as well as much of the vocabulary, studied during the year;, 4-Understand and translate sentences and passages of medium difficulty, on a wide range of topics, from English into Spanish and from Spanish into English."
"4514"	"SPAN214"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-critically analyse formal and thematic aspects of Spanish and Latin American popular cultural products;, 2-describe and interpret different themes and issues relating to memory and modernity and apply them to the texts studied;, 3-identify relevant aspects of the political and social history of twentieth- and twenty-first century Spain and Latin America in relation to the texts studied."
"4515"	"SPAN300"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	""
"4516"	"SPAN301"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-read and comprehend a variety of texts in Spanish;, 2-understand Spanish spoken at reasonable speed by native speakers of both Peninsular and Latin American Spanish;, 3-express ideas in both spoken and written Spanish on a wide range of topical issues with reasonable accuracy and fluency;, 4-demonstrate a command of a wide range of vocabulary and grammatical structures;, 5-accurately translate short texts into English and into Spanish."
"4517"	"SPAN302"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-read and comprehend a variety of texts in Spanish;, 2-understand Spanish spoken at reasonable speed by native speakers of both Peninsular and Latin American Spanish;, 3-express ideas in both spoken and written Spanish on a wide range of topical issues with reasonable accuracy and fluency;, 4-demonstrate a command of a wide range of vocabulary and grammatical structures;, 5-accurately translate short texts into English and into Spanish."
"4518"	"SPAN313"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-demonstrate a detailed knowledge and understanding of the literary works studied;, 2-discuss these texts in spoken and written analysis;, 3-demonstrate an understanding of different themes and issues relating to history and memory in relation to these texts;, 4-demonstrate a knowledge of selected aspects of political and social history of twentieth‐ and_x000D_
twenty‐first century Spain in relation to these texts."
"4519"	"SPAN314"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-demonstrate knowledge and understanding of the literary works studied;, 2-discuss these texts in spoken and written analysis;, 3-demonstrate knowledge of selected aspects of political, social and cultural history of the Hispanic world in relation to these texts."
"4520"	"SPAN401"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-comprehend Spanish spoken at normal speed by native speakers of both Peninsular and Latin American Spanish;, 2-express themselves correctly in different registers in both spoken and written Spanish with a high degree of fluency;, 3-understand and use complex sentence structures in both spoken and written Spanish;, 4-express themselves critically on a wide variety of cultural topics in written Spanish."
"4521"	"SPAN405"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-demonstrate a critical understanding of the different theoretical and methodological approaches which are prevalent in contemporary Peninsular Spanish literary and cultural studies;, 2-demonstrate an understanding of different themes and issues relating to memory that are recurrent throughout the spectrum of 20th Century Spanish culture;, 3-examine and interpret in spoken and written analysis a wide variety of contemporary literary and cultural texts from Spain."
"4522"	"SPAN406"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-demonstrate a critical understanding of the different theoretical and methodological approaches which are prevalent in Latin American literary and cultural studies;, 2-demonstrate an understanding of different themes and issues relating to identity, memory and resistance that are recurrent throughout the spectrum of Latin American literature and culture;, 3-examine and interpret in spoken and written analysis a wide variety of literary and cultural texts from Latin America;, 4-demonstrate detailed knowledge of the formal and thematic features of the literary and cultural texts prescribed for the course."
